accession,not_gii,duplicated,ambiguous,missing_required_region
OP746954.1,True,False,False,False
OP746955.1,True,False,False,False
OP746956.1,True,False,False,False
OP746957.1,True,False,False,False
OP746958.1,True,False,False,False
OP746959.1,True,False,False,False
OP746960.1,True,False,False,False
OP746961.1,True,False,False,False
OP746962.1,True,False,False,False
OP746963.1,True,False,False,False
OP746964.1,True,False,False,False
OP746965.1,True,False,False,False
OP746966.1,True,False,False,False
OP746967.1,True,False,False,False
OP746968.1,True,False,False,False
OP746969.1,True,False,False,False
OP746970.1,True,False,False,False
OP746971.1,True,False,False,False
OP746972.1,True,False,False,False
OP746973.1,True,False,False,False
OP746974.1,True,False,False,False
OP746975.1,True,False,False,False
OP746976.1,True,False,False,False
OP746977.1,True,False,False,False
OP746978.1,True,False,False,False
OP746979.1,True,False,False,False
OP746980.1,True,False,False,False
OP746981.1,True,False,False,False
OP746982.1,True,False,False,False
OP746983.1,True,False,False,False
OP746984.1,True,False,False,False
OP746985.1,True,False,False,False
OP746986.1,True,False,False,False
OP746987.1,True,False,False,False
OP746988.1,True,False,False,False
OP746989.1,True,False,False,False
OP746990.1,True,False,False,False
OP746991.1,True,False,False,False
OP746992.1,True,False,False,False
OP746993.1,True,False,False,False
OP746994.1,True,False,False,False
OP746995.1,True,False,False,False
OP746996.1,True,False,False,False
OP746997.1,True,False,False,False
OP746998.1,True,False,False,False
OP746999.1,True,False,False,False
OP747000.1,True,False,False,False
OP747001.1,True,False,False,False
OP747002.1,True,False,False,False
OP747003.1,True,False,False,False
OP747004.1,True,False,False,False
OP747005.1,True,False,False,False
OP747006.1,True,False,False,False
OP747007.1,True,False,False,False
OP747008.1,True,False,False,False
OP747009.1,True,False,False,False
OP747010.1,True,False,False,False
OP747011.1,True,False,False,False
OP747012.1,True,False,False,False
OP747013.1,True,False,False,False
OP747014.1,True,False,False,False
OP747015.1,True,False,False,False
OP747016.1,True,False,False,False
OP747017.1,True,False,False,False
OP747018.1,True,False,False,False
OP747019.1,True,False,False,False
OP747020.1,True,False,False,False
OP747021.1,True,False,False,False
OP747022.1,True,False,False,False
OP747023.1,True,False,False,False
OP747024.1,True,False,False,False
OP747025.1,True,False,False,False
OP747026.1,True,False,False,False
OP747027.1,True,False,False,False
OP747028.1,True,False,False,False
OP747029.1,True,False,False,False
OP747030.1,True,False,False,False
OP747031.1,True,False,False,False
OP747032.1,True,False,False,False
OP747033.1,True,False,False,False
OP747034.1,True,False,False,False
OP747035.1,True,False,False,False
OP747036.1,True,False,False,False
OP747037.1,True,False,False,False
OP747038.1,True,False,False,False
OP747039.1,True,False,False,False
OP747040.1,True,False,False,False
OP862363.1,True,False,False,False
OP862364.1,True,False,False,False
OP862365.1,True,False,False,False
OP862366.1,True,False,False,False
OP862367.1,True,False,False,False
OP862368.1,True,False,False,False
OP862428.1,True,False,False,False
OP862429.1,True,False,False,False
OP862430.1,True,False,False,False
OP862431.1,True,False,False,False
OP862432.1,True,False,False,False
OP935991.1,True,False,False,False
OP935992.1,True,False,False,False
OP935993.1,True,False,False,False
OQ078680.1,True,False,False,True
OQ324916.1,True,False,False,False
OQ346254.1,True,False,False,False
OQ346255.1,True,False,False,False
OQ346261.1,True,False,False,False
OQ346262.1,True,False,False,False
OQ414203.1,True,False,False,False
OQ414237.1,True,False,False,False
OQ414241.1,True,False,False,False
OQ414242.1,True,False,False,False
OQ421105.1,True,False,False,False
OQ421123.1,True,False,False,False
OQ457700.1,True,False,False,False
OQ457701.1,True,False,False,False
OQ633109.1,True,False,False,False
OQ633110.1,True,False,False,True
OQ633111.1,True,False,False,True
OQ880474.1,True,False,False,False
OQ880475.1,True,False,False,False
OQ880476.1,True,False,False,False
OQ880477.1,True,False,False,False
OQ880478.1,True,False,False,False
OQ880479.1,True,False,False,False
OQ919251.1,True,False,False,False
OQ919252.1,True,False,False,False
OQ919253.1,True,False,False,False
OQ919254.1,True,False,False,False
OQ919255.1,True,False,False,False
OQ919256.1,True,False,False,False
OQ919257.1,True,False,False,False
OQ919258.1,True,False,False,False
OQ919259.1,True,False,False,False
OQ919260.1,True,False,False,False
OQ927992.1,True,False,False,False
OQ928377.1,True,False,False,False
OQ928378.1,True,False,False,False
OQ928379.1,True,False,False,False
OQ928380.1,True,False,False,False
OQ928381.1,True,False,False,False
OQ928382.1,True,False,False,False
OQ928383.1,True,False,False,False
OQ928384.1,True,False,False,False
OQ928385.1,True,False,False,False
OR018830.1,True,False,False,False
OR018831.1,True,False,False,False
OR046322.1,False,False,False,True
OR058538.1,False,False,False,True
OR058539.1,False,False,False,True
OR058540.1,False,False,False,True
OR058541.1,False,False,False,True
OR058542.1,False,False,False,True
OR058544.1,False,False,False,True
OR058545.1,False,False,False,True
OR065043.1,True,False,False,False
OR084255.1,True,False,False,False
OR088485.1,True,False,False,False
OR088486.1,True,False,False,False
OR088487.1,True,False,False,False
OR088488.1,True,False,False,False
OR088489.1,True,False,False,False
OR088490.1,True,False,False,False
OR088491.1,True,False,False,False
OR088492.1,True,False,False,False
OR088497.1,True,False,False,False
OR088498.1,True,False,False,False
OR088499.1,True,False,False,False
OR088500.1,True,False,False,False
OR088501.1,True,False,False,False
OR088502.1,True,False,False,False
OR088503.1,True,False,False,False
OR088506.1,True,False,False,False
OR088508.1,True,False,False,False
OR088509.1,True,False,False,False
OR100630.1,True,False,False,False
OR100694.1,True,False,False,False
OR177872.1,True,False,False,False
OR225881.1,False,False,False,True
OR225884.1,False,False,False,True
OR225885.1,False,False,False,True
OR225886.1,False,False,False,True
OR225887.1,False,False,False,True
OR225888.1,False,False,False,True
OR225890.1,False,False,False,True
OR225891.1,False,False,False,True
OR225896.1,False,False,False,True
OR225897.1,False,False,False,True
OR225898.1,True,False,False,True
OR252328.1,True,False,False,False
OR267350.1,True,False,False,False
OR267444.1,True,False,False,False
OR267445.1,True,False,False,False
OR267446.1,True,False,False,False
OR267447.1,True,False,False,False
OR268205.1,True,False,False,False
OR268206.1,True,False,False,False
OR268207.1,True,False,False,False
OR268208.1,True,False,False,False
OR268635.1,True,False,False,False
OR268636.1,True,False,False,False
OR367325.1,True,False,False,False
OR367326.1,True,False,False,False
OR367327.1,True,False,False,False
OR367328.1,True,False,False,False
OR399514.1,True,False,False,False
OR419693.1,False,False,False,True
OR419694.1,False,False,False,True
OR419696.1,False,False,False,True
OR419698.1,False,False,False,True
OR419700.1,False,False,False,True
OR419701.1,False,False,False,True
OR419702.1,False,False,False,True
OR419704.1,False,False,False,True
OR419708.1,False,False,False,True
OR419711.1,False,False,False,True
OR419712.1,False,False,False,True
OR419714.1,False,False,False,True
OR419716.1,False,False,False,True
OR419719.1,False,False,False,True
OR419737.1,True,False,False,False
OR463400.1,True,False,False,False
OR463401.1,True,False,False,False
OR463402.1,True,False,False,False
OR463403.1,True,False,False,False
OR463404.1,True,False,False,False
OR478480.1,True,False,False,False
OR478481.1,True,False,False,False
OR478482.1,True,False,False,False
OR478483.1,True,False,False,False
OR478484.1,True,False,False,True
OR478485.1,True,False,False,True
OR478486.1,True,False,False,True
OR478487.1,True,False,False,True
OR478488.1,True,False,False,True
OR478489.1,True,False,False,True
OR523294.1,True,False,False,False
OR523295.1,True,False,False,False
OR523296.1,True,False,False,False
OR523297.1,True,False,False,False
OR523298.1,True,False,False,False
OR523299.1,True,False,False,False
OR523300.1,True,False,False,False
OR523301.1,True,False,False,False
OR523302.1,True,False,False,False
OR523303.1,True,False,False,False
OR523304.1,True,False,False,False
OR523305.1,True,False,False,False
OR597872.1,True,False,False,False
OR597873.1,True,False,False,False
OR597874.1,True,False,False,False
OR597875.1,True,False,False,False
OR597876.1,True,False,False,False
OR597877.1,True,False,False,False
OR597878.1,True,False,False,False
OR597879.1,True,False,False,False
OR597880.1,True,False,False,False
OR597881.1,True,False,False,False
OR597882.1,True,False,False,False
OR597883.1,True,False,False,False
OR597884.1,True,False,False,False
OR597885.1,True,False,False,False
OR597886.1,True,False,False,False
OR597887.1,True,False,False,False
OR597888.1,True,False,False,False
OR597889.1,True,False,False,False
OR597890.1,True,False,False,False
OR597891.1,True,False,False,False
OR597892.1,True,False,False,False
OR597893.1,True,False,False,False
OR597894.1,True,False,False,False
OR597895.1,True,False,False,False
OR597896.1,True,False,False,False
OR618152.1,True,False,False,False
OR618153.1,True,False,False,False
OR618154.1,True,False,False,False
OR618155.1,True,False,False,False
OR618156.1,True,False,False,False
OR618157.1,True,False,False,False
OR618158.1,True,False,False,False
OR618159.1,True,False,False,False
OR618160.1,True,False,False,False
OR618161.1,True,False,False,False
OR618162.1,True,False,False,False
OR618163.1,True,False,False,False
OR618164.1,True,False,False,False
OR618165.1,True,False,False,False
OR618166.1,True,False,False,False
OR618167.1,True,False,False,False
OR618168.1,True,False,False,False
OR618169.1,True,False,False,False
OR618170.1,True,False,False,False
OR618171.1,True,False,False,False
OR618172.1,True,False,False,False
OR618173.1,True,False,False,False
OR618174.1,True,False,False,False
OR618175.1,True,False,False,False
OR618176.1,True,False,False,False
OR618177.1,True,False,False,False
OR618178.1,True,False,False,False
OR618179.1,True,False,False,False
OR618180.1,True,False,False,False
OR618181.1,True,False,False,False
OR618182.1,True,False,False,False
OR618183.1,True,False,False,False
OR618184.1,True,False,False,False
OR618185.1,True,False,False,False
OR618186.1,True,False,False,False
OR618187.1,True,False,False,False
OR618188.1,True,False,False,False
OR618189.1,True,False,False,False
OR618190.1,True,False,False,False
OR618191.1,True,False,False,False
OR618192.1,True,False,False,False
OR618193.1,True,False,False,False
OR618194.1,True,False,False,False
OR618195.1,True,False,False,False
OR618196.1,True,False,False,False
OR618197.1,True,False,False,False
OR618198.1,True,False,False,False
OR618199.1,True,False,False,False
OR618200.1,True,False,False,False
OR618201.1,True,False,False,False
OR618202.1,True,False,False,False
OR648469.1,True,False,False,False
OR648672.1,True,False,False,False
OR666410.1,True,False,False,False
OR666411.1,True,False,False,False
OR674242.1,True,False,False,False
OR674243.1,True,False,False,False
OR681028.1,True,False,False,False
OR681029.1,True,False,False,False
OR681030.1,True,False,False,False
OR681031.1,True,False,False,False
OR681032.1,True,False,False,False
OR681033.1,True,False,False,False
OR681034.1,True,False,False,False
OR681035.1,True,False,False,False
OR681036.1,True,False,False,False
OR681037.1,True,False,False,False
OR681038.1,True,False,False,False
OR681039.1,True,False,False,False
OR685281.1,True,False,False,False
OR780022.1,True,False,False,False
OR780023.1,True,False,False,False
OR780024.1,True,False,False,False
OR780025.1,True,False,False,False
OR780639.1,True,False,False,False
OR780640.1,True,False,False,False
OR780641.1,True,False,False,False
OR780757.1,True,False,False,False
OR780758.1,True,False,False,False
OR780759.1,True,False,False,False
OR780760.1,True,False,False,False
OR780762.1,True,False,False,False
OR780763.1,True,False,False,False
